Name,Index,Close,Var,indic1,indic2,indic3,indic4,indic5,indic6
ACCOR HOTELS,815,18.2,-0.005464398,0.8570123,0.5071875,-0.3009183,0.8985782,0.1291019,-0.08065564
ACCOR HOTELS,816,17.43,-0.04230772,0.7257092,0.4112863,-0.3453745,0.3742613,-0.01912539,-0.1459578
ACCOR HOTELS,817,18.95,0.08720599,0.8628546,0.6556435,-0.2320091,1.184487,0.2651,-0.01214929
ACCOR HOTELS,818,17.17,-0.09393143,0.5711033,0.4355142,-0.3341134,0.07636632,-0.07565138,-0.1660838
ACCOR HOTELS,819,16.86,-0.01805472,0.3624747,0.2658342,-0.4128194,-0.1041044,-0.1310973,-0.1905019
ACCOR HOTELS,820,16.04,-0.0486358,0.09216858,0.02330193,-0.5253212,-0.5528971,-0.2802537,-0.2589665
ACCOR HOTELS,821,15.82,-0.01371579,-0.08751907,-0.1402721,-0.6011977,-0.6267486,-0.3130704,-0.2745191
ACCOR HOTELS,822,14.76,-0.06700376,-0.3919377,-0.4259053,-0.7336943,-1.170537,-0.5030895,-0.3633296
ACCOR HOTELS,823,13.92,-0.05691058,-0.6959689,-0.7129527,-0.8668472,-1.552617,-0.6478084,-0.4322873
ACCOR HOTELS,824,14.24,0.02298848,-0.7843663,-0.7959849,-0.905105,-1.240765,-0.5697854,-0.3988087
ACCOR HOTELS,825,15.3,0.07443823,-0.6178292,-0.6371228,-0.8304286,-0.5123791,-0.3514633,-0.3000567
ACCOR HOTELS,826,16.02,0.04705884,-0.3914196,-0.4215859,-0.7293736,-0.03971891,-0.2029008,-0.2321365
ACCOR HOTELS,827,16.08,0.003745285,-0.2662864,-0.3024753,-0.6735364,-0.0004151386,-0.185104,-0.2234959
ACCOR HOTELS,828,17.41,0.08271144,0.06069367,0.008497772,-0.5279186,0.7811692,0.07692734,-0.1017998
ACCOR HOTELS,829,16.6,-0.04652496,0.06315003,0.01086533,-0.5267912,0.2302606,-0.08159945,-0.17246
ACCOR HOTELS,830,17.1,0.03012048,0.1637817,0.1065671,-0.4819796,0.4989729,0.01738873,-0.1252336
